Sentence,Word_Count,Tag_Count,Word_Tag_Pairs
"Bakanlar kurulu, kanunların uygulanışlarını göstermek yahut kanunun emrettiği işleri belirtmek üzere içinde yeni hükümler bulunmamak ve Danıştayın incelemesinden geçirilmek şartıyle tüzükler çıkarır.",24,6,"Bakanlar:AD-NOUN|kurulu:AD-NOUN|,:NOKTALAMA-PUNCTUATION|kanunların:AD-NOUN|uygulanışlarını:AD-NOUN|göstermek:FİİL-VERB|yahut:BAĞLAÇ-CONJ|kanunun:AD-NOUN|emrettiği:SIFAT-ADJECTIVE|işleri:AD-NOUN|belirtmek:FİİL-VERB|üzere:İLGEÇ-PREPOS|içinde:AD-NOUN|yeni:SIFAT-ADJECTIVE|hükümler:AD-NOUN|bulunmamak:FİİL-VERB|ve:BAĞLAÇ-CONJ|Danıştayın:AD-NOUN|incelemesinden:AD-NOUN|geçirilmek:FİİL-VERB|şartıyle:AD-NOUN|tüzükler:AD-NOUN|çıkarır:FİİL-VERB|.:NOKTALAMA-PUNCTUATION"
"Bakanlar, Başbakanın reisliği altında Bakanlar Kurulu’nu meydana getirir.",10,3,Bakanlar:AD-NOUN|virgül:NOKTALAMA-PUNCTUATION|Başbakanın:AD-NOUN|reisliği:AD-NOUN|altında:AD-NOUN|Bakanlar:AD-NOUN|Kurulu’nu:AD-NOUN|meydana:AD-NOUN|getirir:FİİL-VERB|nokta:NOKTALAMA-PUNCTUATION
"Bakanları, Danıştay ve Yargıtay başkanları ve üyelerini ve Cumhuriyet Başsavcısını görevlerinden doğacak işlerden dolayı yargılamak için Yücedivan kurulur.",20,6,"Bakanları:AD-NOUN|,:NOKTALAMA-PUNCTUATION|Danıştay:AD-NOUN|ve:BAĞLAÇ-CONJ|Yargıtay:AD-NOUN|başkanları:AD-NOUN|ve:BAĞLAÇ-CONJ|üyelerini:AD-NOUN|ve:BAĞLAÇ-CONJ|Cumhuriyet:AD-NOUN|Başsavcısını:AD-NOUN|görevlerinden:AD-NOUN|doğacak:SIFAT-ADJECTIVE|işlerden:AD-NOUN|dolayı:İLGEÇ-PREPOS|yargılamak:FİİL-VERB|için:İLGEÇ-PREPOS|Yücedivan:AD-NOUN|kurulur:FİİL-VERB|.:NOKTALAMA-PUNCTUATION"
Bakanların görev ve sorumları özel kanunla gösterilir.,8,5,Bakanların:AD-NOUN|görev:AD-NOUN|ve:BAĞLAÇ-CONJ|sorumları:AD-NOUN|özel:SIFAT-ADJECTIVE|kanunla:AD-NOUN|gösterilir:FİİL-VERB|nokta:NOKTALAMA-PUNCTUATION
Bakanlıkların kuruluşu özel kanuna bağlıdır.,6,4,Bakanlıkların:AD-NOUN|kuruluşu:AD-NOUN|özel:SIFAT-ADJECTIVE|kanuna:AD-NOUN|bağlıdır:FİİL-VERB|nokta:NOKTALAMA-PUNCTUATION
Bakteriler çoğaldı.,2,2,Bakteriler:AD-NOUN|çoğaldı:FİİL-VERB
Balon patladı.,2,2,Balon:AD-NOUN|patladı:FİİL-VERB
Balık yüzdü.,2,2,Balık:AD-NOUN|yüzdü:FİİL-VERB
Balıkçı balık tuttu.,3,2,Balıkçı:AD-NOUN|balık:AD-NOUN|tuttu.:FİİL-VERB
Bana anlattıklarına göre o tamamen suçsuzmuş.,6,5,Bana:ADIL-PRONOUN|anlattıklarına:FİİL-VERB|göre:İLGEÇ-PREPOS|o:ADIL-PRONOUN|tamamen:BELİRTEÇ-ADVERB|suçsuzmuş.:SIFAT-ADJECTIVE
Bana göre bu planın bazı eksikleri var.,7,5,Bana:ADIL-PRONOUN|göre:İLGEÇ-PREPOS|bu:BELİRLEYİCİ-DET|planın:AD-NOUN|bazı:BELİRLEYİCİ-DET|eksikleri:AD-NOUN|var.:FİİL-VERB
Bana kalırsa bu işin sonu iyi değil.,7,6,Bana:ADIL-PRONOUN|kalırsa:İLGEÇ-PREPOS|bu:BELİRLEYİCİ-DET|işin:AD-NOUN|sonu:AD-NOUN|iyi:SIFAT-ADJECTIVE|değil.:FİİL-VERB
Bana kalırsa en doğru kararı sen verdin.,7,6,Bana:ADIL-PRONOUN|kalırsa:İLGEÇ-PREPOS|en:BELİRTEÇ-ADVERB|doğru:SIFAT-ADJECTIVE|kararı:AD-NOUN|sen:ADIL-PRONOUN|verdin.:FİİL-VERB
Bardak kırıldı.,2,2,Bardak:AD-NOUN|kırıldı:FİİL-VERB
"Basın, kanun çerçevesinde serbesttir ve yayımından önce denetlenemez, yoklanamaz.",12,6,"Basın:AD-NOUN|,:NOKTALAMA-PUNCTUATION|kanun:AD-NOUN|çerçevesinde:AD-NOUN|serbesttir:SIFAT-ADJECTIVE|ve:BAĞLAÇ-CONJ|yayımından:AD-NOUN|önce:İLGEÇ-PREPOS|denetlenemez:FİİL-VERB|,:NOKTALAMA-PUNCTUATION|yoklanamaz:FİİL-VERB|.:NOKTALAMA-PUNCTUATION"
Bayrak dalgalandı.,2,2,Bayrak:AD-NOUN|dalgalandı:FİİL-VERB
"Bağıtların, çalışmaların, mülkedinme ve hak ve mal kullanmanın, toplanmaların, derneklerin ve ortaklıkların serbestlik sınırı kanunlarla çizilir.",21,4,Bağıtların:AD-NOUN|VİRGÜL:NOKTALAMA-PUNCTUATION|çalışmaların:AD-NOUN|VİRGÜL:NOKTALAMA-PUNCTUATION|mülkedinme:AD-NOUN|ve:BAĞLAÇ-CONJ|hak:AD-NOUN|ve:BAĞLAÇ-CONJ|mal:AD-NOUN|kullanmanın:AD-NOUN|VİRGÜL:NOKTALAMA-PUNCTUATION|toplanmaların:AD-NOUN|VİRGÜL:NOKTALAMA-PUNCTUATION|derneklerin:AD-NOUN|ve:BAĞLAÇ-CONJ|ortaklıkların:AD-NOUN|serbestlik:AD-NOUN|sınırı:AD-NOUN|kanunlarla:AD-NOUN|çizilir:FİİL-VERB|NOKTA:NOKTALAMA-PUNCTUATION
Başarılı proje yatırımcılara güven aşıladı.,5,3,Başarılı:SIFAT-ADJECTIVE|proje:AD-NOUN|yatırımcılara:AD-NOUN|güven:AD-NOUN|aşıladı:FİİL-VERB
"Başbakan, Cumhurbaşkanınca Meclis üyeleri arasından tayin olunur.",9,3,Başbakan:AD-NOUN|virgül:NOKTALAMA-PUNCTUATION|Cumhurbaşkanınca:AD-NOUN|Meclis:AD-NOUN|üyeleri:AD-NOUN|arasından:AD-NOUN|tayin:AD-NOUN|olunur:FİİL-VERB|nokta:NOKTALAMA-PUNCTUATION
Başkan halka yeni vaatler sundu.,5,3,Başkan:AD-NOUN|halka:AD-NOUN|yeni:SIFAT-ADJECTIVE|vaatler:AD-NOUN|sundu:FİİL-VERB
Başkan şimdi konuşuyor.,3,3,Başkan:AD-NOUN|şimdi:BELİRTEÇ-ADVERB|konuşuyor:FİİL-VERB
Başkanlığa ve başkan vekilliğine seçilenler bu adçekmeye girmezler.,9,5,Başkanlığa:AD-NOUN|ve:BAĞLAÇ-CONJ|başkan:AD-NOUN|vekilliğine:AD-NOUN|seçilenler:AD-NOUN|bu:BELİRLEYİCİ-DET|adçekmeye:AD-NOUN|girmezler:FİİL-VERB|.:NOKTALAMA-PUNCTUATION
Başkent Ankara’dır.,6,2,Başkent:AD-NOUN|Ankara’dır:AD-NOUN|.:NOKTALAMA-PUNCTUATION|Başkent:AD-NOUN|Ankara’dır:AD-NOUN|.:NOKTALAMA-PUNCTUATION
"Başkomutanlık, Türkiye Büyük Millet Meclisinin yüce varlığından ayrılmaz ve Cumhurbaşkanı tarafından temsil olunur.",15,6,Başkomutanlık:AD-NOUN|virgül:NOKTALAMA-PUNCTUATION|Türkiye:AD-NOUN|Büyük:SIFAT-ADJECTIVE|Millet:AD-NOUN|Meclisinin:AD-NOUN|yüce:SIFAT-ADJECTIVE|varlığından:AD-NOUN|ayrılmaz:FİİL-VERB|ve:BAĞLAÇ-CONJ|Cumhurbaşkanı:AD-NOUN|tarafından:İLGEÇ-PREPOS|temsil:AD-NOUN|olunur:FİİL-VERB|nokta:NOKTALAMA-PUNCTUATION
Başı zonkladı.,2,2,Başı:AD-NOUN|zonkladı:FİİL-VERB
Bebek emekledi.,2,2,Bebek:AD-NOUN|emekledi:FİİL-VERB
Bebek huzurla uyudu.,3,3,Bebek:AD-NOUN|huzurla:BELİRTEÇ-ADVERB|uyudu:FİİL-VERB
Bebek sakinleşti.,2,2,Bebek:AD-NOUN|sakinleşti:FİİL-VERB
Bebek uyudu.,2,2,Bebek:AD-NOUN|uyudu:FİİL-VERB
Belgeyi dört kez kaydettim.,5,5,Belgeyi:İSİM-NOUN|dört:SAYI-NUM|kez:ZARF-ADV|kaydettim:FİİL-VERB|.:NOKTALAMA-PUNC
Belim inceldi.,2,2,Belim:AD-NOUN|inceldi:FİİL-VERB
Ben asla unutmam.,3,3,Ben:ADIL-PRONOUN|asla:BELİRTEÇ-ADVERB|unutmam:FİİL-VERB
Ben bazen hatırlarım.,3,3,Ben:ADIL-PRONOUN|bazen:BELİRTEÇ-ADVERB|hatırlarım:FİİL-VERB
Ben bu bilgiyi ondan gizlice öğrendim.,6,5,Ben:ADIL-PRONOUN|bu:BELİRLEYİCİ-DET|bilgiyi:AD-NOUN|ondan:ADIL-PRONOUN|gizlice:BELİRTEÇ-ADVERB|öğrendim.:FİİL-VERB
Ben bu filmi daha önce defalarca izlemiştim.,7,6,Ben:ADIL-PRONOUN|bu:BELİRLEYİCİ-DET|filmi:AD-NOUN|daha:BELİRTEÇ-ADVERB|önce:İLGEÇ-PREPOS|defalarca:AD-NOUN|izlemiştim.:FİİL-VERB
Ben bu filmi izlemekten keyif aldım.,6,4,Ben:ADIL-PRONOUN|bu:BELİRLEYİCİ-DET|filmi:AD-NOUN|izlemekten:FİİL-VERB|keyif:AD-NOUN|aldım.:FİİL-VERB
Ben bu konuyu mutlaka seninle özel olarak konuşmalıyım.,8,6,Ben:ADIL-PRONOUN|bu:BELİRLEYİCİ-DET|konuyu:AD-NOUN|mutlaka:BELİRTEÇ-ADVERB|seninle:ADIL-PRONOUN|özel:BELİRTEÇ-ADVERB|olarak:İLGEÇ-PREPOS|konuşmalıyım.:FİİL-VERB
Ben bu konuyu onunla yüz yüze konuşacağım.,7,4,Ben:ADIL-PRONOUN|bu:BELİRLEYİCİ-DET|konuyu:AD-NOUN|onunla:ADIL-PRONOUN|yüz:AD-NOUN|yüze:AD-NOUN|konuşacağım.:FİİL-VERB
Ben bu yemeği sadece senin için özel olarak yaptım.,9,6,Ben:ADIL-PRONOUN|bu:BELİRLEYİCİ-DET|yemeği:AD-NOUN|sadece:BELİRTEÇ-ADVERB|senin:ADIL-PRONOUN|için:İLGEÇ-PREPOS|özel:BELİRTEÇ-ADVERB|olarak:İLGEÇ-PREPOS|yaptım.:FİİL-VERB
Ben bu şarkıyı radyoda ilk kez duydum.,7,5,Ben:ADIL-PRONOUN|bu:BELİRLEYİCİ-DET|şarkıyı:AD-NOUN|radyoda:AD-NOUN|ilk:SIFAT-ADJECTIVE|kez:AD-NOUN|duydum.:FİİL-VERB
Ben böyle olacağını tahmin etmiştim.,5,4,Ben:ADIL-PRONOUN|böyle:BELİRTEÇ-ADVERB|olacağını:FİİL-VERB|tahmin:AD-NOUN|etmiştim.:FİİL-VERB
Ben gelene kadar lütfen buradan ayrılma.,6,4,Ben:ADIL-PRONOUN|gelene:FİİL-VERB|kadar:İLGEÇ-PREPOS|lütfen:BELİRTEÇ-ADVERB|buradan:ADIL-PRONOUN|ayrılma.:FİİL-VERB
Ben hâlâ bekliyorum.,3,3,Ben:ADIL-PRONOUN|hâlâ:BELİRTEÇ-ADVERB|bekliyorum:FİİL-VERB
Ben işlerin yolunda gittiğini varsayıyorum.,5,3,Ben:ADIL-PRONOUN|işlerin:AD-NOUN|yolunda:AD-NOUN|gittiğini:FİİL-VERB|varsayıyorum.:FİİL-VERB
Ben kimin kazandığını merak ediyorum.,5,4,Ben:ADIL-PRONOUN|kimin:SORU-QUESTION|kazandığını:FİİL-VERB|merak:AD-NOUN|ediyorum.:FİİL-VERB
Ben ne demek istediğini anlamıyorum.,5,2,Ben:ADIL-PRONOUN|ne:ADIL-PRONOUN|demek:FİİL-VERB|istediğini:FİİL-VERB|anlamıyorum.:FİİL-VERB
Ben ne kadar sürdüğünü unuttum.,5,4,Ben:ADIL-PRONOUN|ne:SORU-QUESTION|kadar:İLGEÇ-PREPOS|sürdüğünü:FİİL-VERB|unuttum.:FİİL-VERB
Ben nedenini öğrenmeyi çok istiyorum.,5,4,Ben:ADIL-PRONOUN|nedenini:AD-NOUN|öğrenmeyi:FİİL-VERB|çok:BELİRTEÇ-ADVERB|istiyorum.:FİİL-VERB
Ben ona bu hediyeyi özellikle seçtim.,6,5,Ben:ADIL-PRONOUN|ona:ADIL-PRONOUN|bu:BELİRLEYİCİ-DET|hediyeyi:AD-NOUN|özellikle:BELİRTEÇ-ADVERB|seçtim.:FİİL-VERB
Ben ona bu konuda sonuna kadar destek olacağım.,8,5,Ben:ADIL-PRONOUN|ona:ADIL-PRONOUN|bu:BELİRLEYİCİ-DET|konuda:AD-NOUN|sonuna:AD-NOUN|kadar:İLGEÇ-PREPOS|destek:AD-NOUN|olacağım.:FİİL-VERB
Ben ona olanları ilk elden öğrendim.,6,4,Ben:ADIL-PRONOUN|ona:ADIL-PRONOUN|olanları:AD-NOUN|ilk:SIFAT-ADJECTIVE|elden:AD-NOUN|öğrendim.:FİİL-VERB
Ben ondan bana yardım etmesini rica ettim.,7,3,Ben:ADIL-PRONOUN|ondan:ADIL-PRONOUN|bana:ADIL-PRONOUN|yardım:AD-NOUN|etmesini:FİİL-VERB|rica:AD-NOUN|ettim.:FİİL-VERB
Ben onların evlendiğini öğrendim.,4,2,Ben:ADIL-PRONOUN|onların:ADIL-PRONOUN|evlendiğini:FİİL-VERB|öğrendim.:FİİL-VERB
Ben onu gördüm.,3,2,Ben:ADIL-PRONOUN|onu:ADIL-PRONOUN|gördüm.:FİİL-VERB
Ben onun anlattıklarını dinlemeyi seviyorum.,5,2,Ben:ADIL-PRONOUN|onun:ADIL-PRONOUN|anlattıklarını:FİİL-VERB|dinlemeyi:FİİL-VERB|seviyorum.:FİİL-VERB
Ben onun aslında iyi niyetli olduğunu seziyorum.,7,4,Ben:ADIL-PRONOUN|onun:ADIL-PRONOUN|aslında:BELİRTEÇ-ADVERB|iyi:SIFAT-ADJECTIVE|niyetli:SIFAT-ADJECTIVE|olduğunu:FİİL-VERB|seziyorum.:FİİL-VERB
Ben onun başarılı olmasını diliyorum.,5,3,Ben:ADIL-PRONOUN|onun:ADIL-PRONOUN|başarılı:SIFAT-ADJECTIVE|olmasını:FİİL-VERB|diliyorum.:FİİL-VERB
Ben onun beni aramasını bekliyorum.,5,2,Ben:ADIL-PRONOUN|onun:ADIL-PRONOUN|beni:ADIL-PRONOUN|aramasını:FİİL-VERB|bekliyorum.:FİİL-VERB
Ben onun bu kadar beklemiş olmasına şaşırdım.,7,4,Ben:ADIL-PRONOUN|onun:ADIL-PRONOUN|bu:BELİRLEYİCİ-DET|kadar:İLGEÇ-PREPOS|beklemiş:FİİL-VERB|olmasına:FİİL-VERB|şaşırdım.:FİİL-VERB
Ben onun bu kadar değişmiş olmasına üzüldüm.,7,4,Ben:ADIL-PRONOUN|onun:ADIL-PRONOUN|bu:BELİRLEYİCİ-DET|kadar:İLGEÇ-PREPOS|değişmiş:FİİL-VERB|olmasına:FİİL-VERB|üzüldüm.:FİİL-VERB
Ben onun doğruyu söylediğini zannettim.,5,3,Ben:ADIL-PRONOUN|onun:ADIL-PRONOUN|doğruyu:AD-NOUN|söylediğini:FİİL-VERB|zannettim.:FİİL-VERB
Ben onun nasıl başardığını hâlâ anlamış değilim.,7,4,Ben:ADIL-PRONOUN|onun:ADIL-PRONOUN|nasıl:SORU-QUESTION|başardığını:FİİL-VERB|hâlâ:BELİRTEÇ-ADVERB|anlamış:FİİL-VERB|değilim.:FİİL-VERB
Ben onun nasıl bu kadar sabırlı olabildiğine hayranım.,8,6,Ben:ADIL-PRONOUN|onun:ADIL-PRONOUN|nasıl:SORU-QUESTION|bu:BELİRLEYİCİ-DET|kadar:İLGEÇ-PREPOS|sabırlı:SIFAT-ADJECTIVE|olabildiğine:FİİL-VERB|hayranım.:FİİL-VERB
Ben onun nasıl bu kadar sakin kalabildiğini merak ettim.,9,7,Ben:ADIL-PRONOUN|onun:ADIL-PRONOUN|nasıl:SORU-QUESTION|bu:BELİRLEYİCİ-DET|kadar:İLGEÇ-PREPOS|sakin:BELİRTEÇ-ADVERB|kalabildiğini:FİİL-VERB|merak:AD-NOUN|ettim.:FİİL-VERB
Ben onun ne kadar yalnız olduğunu hissettim.,7,5,Ben:ADIL-PRONOUN|onun:ADIL-PRONOUN|ne:SORU-QUESTION|kadar:İLGEÇ-PREPOS|yalnız:SIFAT-ADJECTIVE|olduğunu:FİİL-VERB|hissettim.:FİİL-VERB
Ben onun ne kadar zeki olduğunu biliyorum.,7,5,Ben:ADIL-PRONOUN|onun:ADIL-PRONOUN|ne:SORU-QUESTION|kadar:İLGEÇ-PREPOS|zeki:SIFAT-ADJECTIVE|olduğunu:FİİL-VERB|biliyorum.:FİİL-VERB
Ben onun yalan söylediğini anladım.,5,3,Ben:ADIL-PRONOUN|onun:ADIL-PRONOUN|yalan:AD-NOUN|söylediğini:FİİL-VERB|anladım.:FİİL-VERB
Ben onunla aynı ortamda bulunmak istemiyorum.,6,4,Ben:ADIL-PRONOUN|onunla:ADIL-PRONOUN|aynı:SIFAT-ADJECTIVE|ortamda:AD-NOUN|bulunmak:FİİL-VERB|istemiyorum.:FİİL-VERB
Ben onunla daha fazla tartışmaya girmeyeceğim.,6,3,Ben:ADIL-PRONOUN|onunla:ADIL-PRONOUN|daha:BELİRTEÇ-ADVERB|fazla:BELİRTEÇ-ADVERB|tartışmaya:FİİL-VERB|girmeyeceğim.:FİİL-VERB
Ben onunla tanışmayı çok isterim.,5,3,Ben:ADIL-PRONOUN|onunla:ADIL-PRONOUN|tanışmayı:FİİL-VERB|çok:BELİRTEÇ-ADVERB|isterim.:FİİL-VERB
Ben onunla çalışmanın zor olduğunu duydum.,6,3,Ben:ADIL-PRONOUN|onunla:ADIL-PRONOUN|çalışmanın:FİİL-VERB|zor:SIFAT-ADJECTIVE|olduğunu:FİİL-VERB|duydum.:FİİL-VERB
Ben senin bu kadar çabuk pes etmeni beklemiyordum.,8,6,Ben:ADIL-PRONOUN|senin:ADIL-PRONOUN|bu:BELİRLEYİCİ-DET|kadar:İLGEÇ-PREPOS|çabuk:BELİRTEÇ-ADVERB|pes:AD-NOUN|etmeni:FİİL-VERB|beklemiyordum.:FİİL-VERB
Ben tamamen unuttum.,3,3,Ben:ADIL-PRONOUN|tamamen:BELİRTEÇ-ADVERB|unuttum:FİİL-VERB
Ben yalan söylemenden hoşlanmıyorum.,4,3,Ben:ADIL-PRONOUN|yalan:AD-NOUN|söylemenden:FİİL-VERB|hoşlanmıyorum.:FİİL-VERB
Beni birkaç kez aradı.,5,5,Beni:ZAMİR-PRON|birkaç:SAYI-NUM|kez:ZARF-ADV|aradı:FİİL-VERB|.:NOKTALAMA-PUNC
Beni duyana kadar bağırmaya devam etti.,6,4,Beni:ADIL-PRONOUN|duyana:FİİL-VERB|kadar:İLGEÇ-PREPOS|bağırmaya:FİİL-VERB|devam:AD-NOUN|etti.:FİİL-VERB
Beni hiç tanımıyormuş gibi davrandı.,5,4,Beni:ADIL-PRONOUN|hiç:BELİRTEÇ-ADVERB|tanımıyormuş:FİİL-VERB|gibi:İLGEÇ-PREPOS|davrandı.:FİİL-VERB
Benzin pahalandı.,2,2,Benzin:AD-NOUN|pahalandı:FİİL-VERB
Beş altı kez çalıştım.,5,4,Beş:SAYI-NUM|altı:SAYI-NUM|kez:ZARF-ADV|çalıştım:FİİL-VERB|.:NOKTALAMA-PUNC
Beş defa daha dene.,5,4,Beş:SAYI-NUM|defa:ZARF-ADV|daha:ZARF-ADV|dene:FİİL-VERB|.:NOKTALAMA-PUNC
Beş defa ileri gittim.,5,4,Beş:SAYI-NUM|defa:ZARF-ADV|ileri:ZARF-ADV|gittim:FİİL-VERB|.:NOKTALAMA-PUNC
Beş defa mail attın.,5,5,Beş:SAYI-NUM|defa:ZARF-ADV|mail:İSİM-NOUN|attın:FİİL-VERB|.:NOKTALAMA-PUNC
Beş defa teşekkür etti.,5,5,Beş:SAYI-NUM|defa:ZARF-ADV|teşekkür:İSİM-NOUN|etti:FİİL-VERB|.:NOKTALAMA-PUNC
Beş defa çözüm ürettik.,5,5,Beş:SAYI-NUM|defa:ZARF-ADV|çözüm:İSİM-NOUN|ürettik:FİİL-VERB|.:NOKTALAMA-PUNC
Beş kere başımı salladım.,5,5,Beş:SAYI-NUM|kere:ZARF-ADV|başımı:İSİM-NOUN|salladım:FİİL-VERB|.:NOKTALAMA-PUNC
Beş kere uyarıyı yap.,5,5,Beş:SAYI-NUM|kere:ZARF-ADV|uyarıyı:İSİM-NOUN|yap:FİİL-VERB|.:NOKTALAMA-PUNC
Beş kez daha kontrol edin.,6,5,Beş:SAYI-NUM|kez:ZARF-ADV|daha:ZARF-ADV|kontrol:İSİM-NOUN|edin:FİİL-VERB|.:NOKTALAMA-PUNC
Beş kez konu açıldı.,5,5,Beş:SAYI-NUM|kez:ZARF-ADV|konu:İSİM-NOUN|açıldı:FİİL-VERB|.:NOKTALAMA-PUNC
Beş kişi kadar misafirimiz gelecek.,5,4,Beş:SIFAT-ADJECTIVE|kişi:AD-NOUN|kadar:İLGEÇ-PREPOS|misafirimiz:AD-NOUN|gelecek.:FİİL-VERB
Beşer kez yoklama aldık.,5,5,Beşer:SAYI-NUM|kez:ZARF-ADV|yoklama:İSİM-NOUN|aldık:FİİL-VERB|.:NOKTALAMA-PUNC
Bildiğin gibi değil,3,3,Bildiğin:SIFAT-ADJECTIVE|gibi:İLGEÇ-PREPOS|değil:FİİL-VERB
Bilim insanları ilacı geliştirdi.,4,2,Bilim:AD-NOUN|insanları:AD-NOUN|ilacı:AD-NOUN|geliştirdi.:FİİL-VERB
Bilim insanı topluma örnek oldu.,5,2,Bilim:AD-NOUN|insanı:AD-NOUN|topluma:AD-NOUN|örnek:AD-NOUN|oldu:FİİL-VERB
Bina çöktü.,2,2,Bina:AD-NOUN|çöktü:FİİL-VERB
Binadan en son o çıktı.,5,4,Binadan:AD-NOUN|en:BELİRTEÇ-ADVERB|son:BELİRTEÇ-ADVERB|o:ADIL-PRONOUN|çıktı:FİİL-VERB
Binlerce defa denediniz.,4,4,Binlerce:SAYI-NUM|defa:ZARF-ADV|denediniz:FİİL-VERB|.:NOKTALAMA-PUNC
Binlerce defa güldüm.,4,4,Binlerce:SAYI-NUM|defa:ZARF-ADV|güldüm:FİİL-VERB|.:NOKTALAMA-PUNC
Binlerce defa okudunuz.,4,4,Binlerce:SAYI-NUM|defa:ZARF-ADV|okudunuz:FİİL-VERB|.:NOKTALAMA-PUNC
Binlerce kere anlattı.,4,4,Binlerce:SAYI-NUM|kere:ZARF-ADV|anlattı:FİİL-VERB|.:NOKTALAMA-PUNC
Binlerce kere sordular.,4,4,Binlerce:SAYI-NUM|kere:ZARF-ADV|sordular:FİİL-VERB|.:NOKTALAMA-PUNC
Binlerce kez anlattılar.,4,4,Binlerce:SAYI-NUM|kez:ZARF-ADV|anlattılar:FİİL-VERB|.:NOKTALAMA-PUNC
Binlerce kez düşündüm.,4,4,Binlerce:SAYI-NUM|kez:ZARF-ADV|düşündüm:FİİL-VERB|.:NOKTALAMA-PUNC
Binlerce kez koştuk.,4,4,Binlerce:SAYI-NUM|kez:ZARF-ADV|koştuk:FİİL-VERB|.:NOKTALAMA-PUNC
Binlerce kez prova yaptık.,5,5,Binlerce:SAYI-NUM|kez:ZARF-ADV|prova:İSİM-NOUN|yaptık:FİİL-VERB|.:NOKTALAMA-PUNC
Bir anahtar gibi,3,3,Bir:BELİRLEYİCİ-DET|anahtar:AD-NOUN|gibi:İLGEÇ-PREPOS
Bir anka kuşu gibi küllerinden yeniden doğdu.,7,5,Bir:BELİRLEYİCİ-DET|anka:AD-NOUN|kuşu:AD-NOUN|gibi:İLGEÇ-PREPOS|küllerinden:AD-NOUN|yeniden:BELİRTEÇ-ADVERB|doğdu.:FİİL-VERB
Bir anıt gibi sessizce duruyordu.,5,5,Bir:BELİRLEYİCİ-DET|anıt:AD-NOUN|gibi:İLGEÇ-PREPOS|sessizce:BELİRTEÇ-ADVERB|duruyordu.:FİİL-VERB
Bir arpa boyu kadar yol alamadık.,6,4,Bir:BELİRLEYİCİ-DET|arpa:AD-NOUN|boyu:AD-NOUN|kadar:İLGEÇ-PREPOS|yol:AD-NOUN|alamadık.:FİİL-VERB
Bir asır kadar uzun geldi o bekleyiş.,7,5,Bir:BELİRLEYİCİ-DET|asır:AD-NOUN|kadar:İLGEÇ-PREPOS|uzun:SIFAT-ADJECTIVE|geldi:FİİL-VERB|o:BELİRLEYİCİ-DET|bekleyiş.:AD-NOUN
Bir ateş böceği gibi parlayıp sönüyordu umutları.,7,4,Bir:BELİRLEYİCİ-DET|ateş:AD-NOUN|böceği:AD-NOUN|gibi:İLGEÇ-PREPOS|parlayıp:FİİL-VERB|sönüyordu:FİİL-VERB|umutları.:AD-NOUN
Bir avcı gibi dikkatle etrafını süzüyordu.,6,4,Bir:BELİRLEYİCİ-DET|avcı:AD-NOUN|gibi:İLGEÇ-PREPOS|dikkatle:AD-NOUN|etrafını:AD-NOUN|süzüyordu.:FİİL-VERB
Bir ayna gibiydi,3,3,Bir:BELİRLEYİCİ-DET|ayna:AD-NOUN|gibiydi:FİİL-VERB
Bir ayçiçeği gibi yüzünü hep güneşe dönerdi.,7,5,Bir:BELİRLEYİCİ-DET|ayçiçeği:AD-NOUN|gibi:İLGEÇ-PREPOS|yüzünü:AD-NOUN|hep:BELİRTEÇ-ADVERB|güneşe:AD-NOUN|dönerdi.:FİİL-VERB
Bir balerina gibi zarif hareket ediyordu.,6,5,Bir:BELİRLEYİCİ-DET|balerina:AD-NOUN|gibi:İLGEÇ-PREPOS|zarif:SIFAT-ADJECTIVE|hareket:AD-NOUN|ediyordu.:FİİL-VERB
Bir bebek gibi mışıl mışıl uyuyordu.,6,5,Bir:BELİRLEYİCİ-DET|bebek:AD-NOUN|gibi:İLGEÇ-PREPOS|mışıl:BELİRTEÇ-ADVERB|mışıl:BELİRTEÇ-ADVERB|uyuyordu.:FİİL-VERB
Bir bilge gibi konuşup herkesi etkiledi.,6,5,Bir:BELİRLEYİCİ-DET|bilge:AD-NOUN|gibi:İLGEÇ-PREPOS|konuşup:FİİL-VERB|herkesi:ADIL-PRONOUN|etkiledi.:FİİL-VERB
Bir bilmece gibiydi sorduğu sorular.,5,4,Bir:BELİRLEYİCİ-DET|bilmece:AD-NOUN|gibiydi:FİİL-VERB|sorduğu:SIFAT-ADJECTIVE|sorular.:AD-NOUN
Bir buharlı tren gibi geçti gitti gençliğim.,7,5,Bir:BELİRLEYİCİ-DET|buharlı:SIFAT-ADJECTIVE|tren:AD-NOUN|gibi:İLGEÇ-PREPOS|geçti:FİİL-VERB|gitti:FİİL-VERB|gençliğim.:AD-NOUN
Bir bulmaca gibiydi çözmeye çalıştığı sorun.,6,4,Bir:BELİRLEYİCİ-DET|bulmaca:AD-NOUN|gibiydi:FİİL-VERB|çözmeye:SIFAT-ADJECTIVE|çalıştığı:SIFAT-ADJECTIVE|sorun.:AD-NOUN
Bir bulut gibi geçti üstümüzden o kara günler.,8,5,Bir:BELİRLEYİCİ-DET|bulut:AD-NOUN|gibi:İLGEÇ-PREPOS|geçti:FİİL-VERB|üstümüzden:AD-NOUN|o:BELİRLEYİCİ-DET|kara:SIFAT-ADJECTIVE|günler.:AD-NOUN
