Full_Sentence,Word,Tag
Adam sinirle bağırdı.,bağırdı,FİİL-VERB
O mutlulukla kabul etti.,O,ADIL-PRONOUN
O mutlulukla kabul etti.,mutlulukla,BELİRTEÇ-ADVERB
O mutlulukla kabul etti.,kabul,AD-NOUN
O mutlulukla kabul etti.,etti,FİİL-VERB
Çocuk inatla direndi.,Çocuk,AD-NOUN
Çocuk inatla direndi.,inatla,BELİRTEÇ-ADVERB
Çocuk inatla direndi.,direndi,FİİL-VERB
Kedi sabırla bekledi.,Kedi,AD-NOUN
Kedi sabırla bekledi.,sabırla,BELİRTEÇ-ADVERB
Kedi sabırla bekledi.,bekledi,FİİL-VERB
Öğrenci soruyu kolayca çözdü.,Öğrenci,AD-NOUN
Öğrenci soruyu kolayca çözdü.,soruyu,AD-NOUN
Öğrenci soruyu kolayca çözdü.,kolayca,BELİRTEÇ-ADVERB
Öğrenci soruyu kolayca çözdü.,çözdü,FİİL-VERB
Ona zorla yaptırdı.,Ona,ADIL-PRONOUN
Ona zorla yaptırdı.,zorla,BELİRTEÇ-ADVERB
Ona zorla yaptırdı.,yaptırdı,FİİL-VERB
Gelin güzelce süslendi.,Gelin,AD-NOUN
Gelin güzelce süslendi.,güzelce,BELİRTEÇ-ADVERB
Gelin güzelce süslendi.,süslendi,FİİL-VERB
Nöbetçi ayakta duruyordu.,Nöbetçi,AD-NOUN
Nöbetçi ayakta duruyordu.,ayakta,BELİRTEÇ-ADVERB
Nöbetçi ayakta duruyordu.,duruyordu,FİİL-VERB
Buraya kar nadiren yağar.,Buraya,ADIL-PRONOUN
Buraya kar nadiren yağar.,kar,AD-NOUN
Buraya kar nadiren yağar.,nadiren,BELİRTEÇ-ADVERB
Buraya kar nadiren yağar.,yağar,FİİL-VERB
O sürekli şikayet eder.,O,ADIL-PRONOUN
O sürekli şikayet eder.,sürekli,BELİRTEÇ-ADVERB
O sürekli şikayet eder.,şikayet,AD-NOUN
O sürekli şikayet eder.,eder,FİİL-VERB
Annem sabahları koşar.,Annem,AD-NOUN
Annem sabahları koşar.,sabahları,BELİRTEÇ-ADVERB
Annem sabahları koşar.,koşar,FİİL-VERB
Yazar geceleri çalışır.,Yazar,AD-NOUN
Yazar geceleri çalışır.,geceleri,BELİRTEÇ-ADVERB
Yazar geceleri çalışır.,çalışır,FİİL-VERB
Sporcu tekrar denedi.,Sporcu,AD-NOUN
Sporcu tekrar denedi.,tekrar,BELİRTEÇ-ADVERB
Sporcu tekrar denedi.,denedi,FİİL-VERB
Tren aniden durdu.,Tren,AD-NOUN
Tren aniden durdu.,aniden,BELİRTEÇ-ADVERB
Tren aniden durdu.,durdu,FİİL-VERB
Şehir epey değişmiş.,Şehir,AD-NOUN
Şehir epey değişmiş.,epey,BELİRTEÇ-ADVERB
Şehir epey değişmiş.,değişmiş,FİİL-VERB
O az konuştu.,O,ADIL-PRONOUN
O az konuştu.,az,BELİRTEÇ-ADVERB
O az konuştu.,konuştu,FİİL-VERB
Onlar boşuna uğraştı.,Onlar,ADIL-PRONOUN
Onlar boşuna uğraştı.,boşuna,BELİRTEÇ-ADVERB
Onlar boşuna uğraştı.,uğraştı,FİİL-VERB
"O, partiye ister istemez katıldı.",O,ADIL-PRONOUN
"O, partiye ister istemez katıldı.",partiye,AD-NOUN
"O, partiye ister istemez katıldı.",ister,BELİRTEÇ-ADVERB
"O, partiye ister istemez katıldı.",istemez,BELİRTEÇ-ADVERB
"O, partiye ister istemez katıldı.",katıldı,FİİL-VERB
Öğretmen özellikle belirtti.,Öğretmen,AD-NOUN
Öğretmen özellikle belirtti.,özellikle,BELİRTEÇ-ADVERB
Öğretmen özellikle belirtti.,belirtti,FİİL-VERB
Satıcı ürünleri ayrı ayrı paketledi.,Satıcı,AD-NOUN
Satıcı ürünleri ayrı ayrı paketledi.,ürünleri,AD-NOUN
Satıcı ürünleri ayrı ayrı paketledi.,ayrı,BELİRTEÇ-ADVERB
Satıcı ürünleri ayrı ayrı paketledi.,ayrı,BELİRTEÇ-ADVERB
Satıcı ürünleri ayrı ayrı paketledi.,paketledi,FİİL-VERB
Sunucu konuyu kısaca özetledi.,Sunucu,AD-NOUN
Sunucu konuyu kısaca özetledi.,konuyu,AD-NOUN
Sunucu konuyu kısaca özetledi.,kısaca,BELİRTEÇ-ADVERB
Sunucu konuyu kısaca özetledi.,özetledi,FİİL-VERB
Dede anılarını uzun uzun anlattı.,Dede,AD-NOUN
Dede anılarını uzun uzun anlattı.,anılarını,AD-NOUN
Dede anılarını uzun uzun anlattı.,uzun,BELİRTEÇ-ADVERB
Dede anılarını uzun uzun anlattı.,uzun,BELİRTEÇ-ADVERB
Dede anılarını uzun uzun anlattı.,anlattı,FİİL-VERB
Koro neşeyle şarkı söyledi.,Koro,AD-NOUN
Koro neşeyle şarkı söyledi.,neşeyle,BELİRTEÇ-ADVERB
Koro neşeyle şarkı söyledi.,şarkı,AD-NOUN
Koro neşeyle şarkı söyledi.,söyledi,FİİL-VERB
"O, giden geminin ardından kederle baktı.",O,ADIL-PRONOUN
"O, giden geminin ardından kederle baktı.",giden,SIFAT-ADJECTIVE
"O, giden geminin ardından kederle baktı.",geminin,AD-NOUN
"O, giden geminin ardından kederle baktı.",ardından,AD-NOUN
"O, giden geminin ardından kederle baktı.",kederle,BELİRTEÇ-ADVERB
"O, giden geminin ardından kederle baktı.",baktı,FİİL-VERB
Askerler cesurca savaştı.,Askerler,AD-NOUN
Askerler cesurca savaştı.,cesurca,BELİRTEÇ-ADVERB
Askerler cesurca savaştı.,savaştı,FİİL-VERB
O aptalca davrandı.,O,ADIL-PRONOUN
O aptalca davrandı.,aptalca,BELİRTEÇ-ADVERB
O aptalca davrandı.,davrandı,FİİL-VERB
Fikrini açıkça ifade etti.,Fikrini,AD-NOUN
Fikrini açıkça ifade etti.,açıkça,BELİRTEÇ-ADVERB
Fikrini açıkça ifade etti.,ifade,AD-NOUN
Fikrini açıkça ifade etti.,etti,FİİL-VERB
İş tamamen bitti.,İş,AD-NOUN
İş tamamen bitti.,tamamen,BELİRTEÇ-ADVERB
İş tamamen bitti.,bitti,FİİL-VERB
Çocuk neredeyse düştü.,Çocuk,AD-NOUN
Çocuk neredeyse düştü.,neredeyse,BELİRTEÇ-ADVERB
Çocuk neredeyse düştü.,düştü,FİİL-VERB
O böyle söyledi.,O,ADIL-PRONOUN
O böyle söyledi.,böyle,BELİRTEÇ-ADVERB
O böyle söyledi.,söyledi,FİİL-VERB
Müşteri öyle istedi.,Müşteri,AD-NOUN
Müşteri öyle istedi.,öyle,BELİRTEÇ-ADVERB
Müşteri öyle istedi.,istedi,FİİL-VERB
Usta şöyle yaptı.,Usta,AD-NOUN
Usta şöyle yaptı.,şöyle,BELİRTEÇ-ADVERB
Usta şöyle yaptı.,yaptı,FİİL-VERB
O karşılıksız sevdi.,O,ADIL-PRONOUN
O karşılıksız sevdi.,karşılıksız,BELİRTEÇ-ADVERB
O karşılıksız sevdi.,sevdi,FİİL-VERB
Taraftar gönülden inandı.,Taraftar,AD-NOUN
Taraftar gönülden inandı.,gönülden,BELİRTEÇ-ADVERB
Taraftar gönülden inandı.,inandı,FİİL-VERB
O teklifi mecburen kabul etti.,O,ADIL-PRONOUN
O teklifi mecburen kabul etti.,teklifi,AD-NOUN
O teklifi mecburen kabul etti.,mecburen,BELİRTEÇ-ADVERB
O teklifi mecburen kabul etti.,kabul,AD-NOUN
O teklifi mecburen kabul etti.,etti,FİİL-VERB
O nihayet başardı.,O,ADIL-PRONOUN
O nihayet başardı.,nihayet,BELİRTEÇ-ADVERB
O nihayet başardı.,başardı,FİİL-VERB
Eski arkadaşlar tesadüfen karşılaştı.,Eski,SIFAT-ADJECTIVE
Eski arkadaşlar tesadüfen karşılaştı.,arkadaşlar,AD-NOUN
Eski arkadaşlar tesadüfen karşılaştı.,tesadüfen,BELİRTEÇ-ADVERB
Eski arkadaşlar tesadüfen karşılaştı.,karşılaştı,FİİL-VERB
O önceden haber verdi.,O,ADIL-PRONOUN
O önceden haber verdi.,önceden,BELİRTEÇ-ADVERB
O önceden haber verdi.,haber,AD-NOUN
O önceden haber verdi.,verdi,FİİL-VERB
O sonradan pişman oldu.,O,ADIL-PRONOUN
O sonradan pişman oldu.,sonradan,BELİRTEÇ-ADVERB
O sonradan pişman oldu.,pişman,SIFAT-ADJECTIVE
O sonradan pişman oldu.,oldu,FİİL-VERB
Anne defalarca uyardı.,Anne,AD-NOUN
Anne defalarca uyardı.,defalarca,BELİRTEÇ-ADVERB
Anne defalarca uyardı.,uyardı,FİİL-VERB
Toplantıda ilk önce o konuştu.,Toplantıda,AD-NOUN
Toplantıda ilk önce o konuştu.,ilk,BELİRTEÇ-ADVERB
Toplantıda ilk önce o konuştu.,önce,BELİRTEÇ-ADVERB
Toplantıda ilk önce o konuştu.,o,ADIL-PRONOUN
Toplantıda ilk önce o konuştu.,konuştu,FİİL-VERB
Binadan en son o çıktı.,Binadan,AD-NOUN
Binadan en son o çıktı.,en,BELİRTEÇ-ADVERB
Binadan en son o çıktı.,son,BELİRTEÇ-ADVERB
Binadan en son o çıktı.,o,ADIL-PRONOUN
Binadan en son o çıktı.,çıktı,FİİL-VERB
Kervan ağır ağır ilerliyordu.,Kervan,AD-NOUN
Kervan ağır ağır ilerliyordu.,ağır,BELİRTEÇ-ADVERB
Kervan ağır ağır ilerliyordu.,ağır,BELİRTEÇ-ADVERB
Kervan ağır ağır ilerliyordu.,ilerliyordu,FİİL-VERB
Çocuk hüngür hüngür ağladı.,Çocuk,AD-NOUN
Çocuk hüngür hüngür ağladı.,hüngür,BELİRTEÇ-ADVERB
Çocuk hüngür hüngür ağladı.,hüngür,BELİRTEÇ-ADVERB
Çocuk hüngür hüngür ağladı.,ağladı,FİİL-VERB
Avcı usulca yaklaştı.,Avcı,AD-NOUN
Avcı usulca yaklaştı.,usulca,BELİRTEÇ-ADVERB
Avcı usulca yaklaştı.,yaklaştı,FİİL-VERB
Kazandığını duyunca delice sevindi.,Kazandığını,FİİL-VERB
Kazandığını duyunca delice sevindi.,duyunca,BELİRTEÇ-ADVERB
Kazandığını duyunca delice sevindi.,delice,BELİRTEÇ-ADVERB
Kazandığını duyunca delice sevindi.,sevindi,FİİL-VERB
Ekip beraber başardılar.,Ekip,AD-NOUN
Ekip beraber başardılar.,beraber,BELİRTEÇ-ADVERB
Ekip beraber başardılar.,başardılar,FİİL-VERB
O boş boş baktı.,O,ADIL-PRONOUN
O boş boş baktı.,boş,BELİRTEÇ-ADVERB
O boş boş baktı.,boş,BELİRTEÇ-ADVERB
O boş boş baktı.,baktı,FİİL-VERB
Okuldan sonra doğruca gitti.,Okuldan,AD-NOUN
Okuldan sonra doğruca gitti.,sonra,İLGEÇ-PREPOS
Okuldan sonra doğruca gitti.,doğruca,BELİRTEÇ-ADVERB
Okuldan sonra doğruca gitti.,gitti,FİİL-VERB
O yalnız yaşıyor.,O,ADIL-PRONOUN
O yalnız yaşıyor.,yalnız,BELİRTEÇ-ADVERB
O yalnız yaşıyor.,yaşıyor,FİİL-VERB
Meraklı komşu gizli gizli dinledi.,Meraklı,SIFAT-ADJECTIVE
Meraklı komşu gizli gizli dinledi.,komşu,AD-NOUN
Meraklı komşu gizli gizli dinledi.,gizli,BELİRTEÇ-ADVERB
Meraklı komşu gizli gizli dinledi.,gizli,BELİRTEÇ-ADVERB
Meraklı komşu gizli gizli dinledi.,dinledi,FİİL-VERB
O onu farkında olmadan kırdı.,O,ADIL-PRONOUN
O onu farkında olmadan kırdı.,onu,ADIL-PRONOUN
O onu farkında olmadan kırdı.,farkında,AD-NOUN
O onu farkında olmadan kırdı.,olmadan,BELİRTEÇ-ADVERB
O onu farkında olmadan kırdı.,kırdı,FİİL-VERB
O bilerek yaptı.,O,ADIL-PRONOUN
O bilerek yaptı.,bilerek,BELİRTEÇ-ADVERB
O bilerek yaptı.,yaptı,FİİL-VERB
O vazoyu istemeden düşürdü.,O,ADIL-PRONOUN
O vazoyu istemeden düşürdü.,vazoyu,AD-NOUN
O vazoyu istemeden düşürdü.,istemeden,BELİRTEÇ-ADVERB
O vazoyu istemeden düşürdü.,düşürdü,FİİL-VERB
Seyirciler kahkahalarla güldü.,Seyirciler,AD-NOUN
Seyirciler kahkahalarla güldü.,kahkahalarla,BELİRTEÇ-ADVERB
Seyirciler kahkahalarla güldü.,güldü,FİİL-VERB
Herkes şaşkınlıkla izledi.,Herkes,ADIL-PRONOUN
Herkes şaşkınlıkla izledi.,şaşkınlıkla,BELİRTEÇ-ADVERB
Herkes şaşkınlıkla izledi.,izledi,FİİL-VERB
Çocuk gösteriyi hayranlıkla seyretti.,Çocuk,AD-NOUN
Çocuk gösteriyi hayranlıkla seyretti.,gösteriyi,AD-NOUN
Çocuk gösteriyi hayranlıkla seyretti.,hayranlıkla,BELİRTEÇ-ADVERB
Çocuk gösteriyi hayranlıkla seyretti.,seyretti,FİİL-VERB
O masadan öfkeyle kalktı.,O,ADIL-PRONOUN
O masadan öfkeyle kalktı.,masadan,AD-NOUN
O masadan öfkeyle kalktı.,öfkeyle,BELİRTEÇ-ADVERB
O masadan öfkeyle kalktı.,kalktı,FİİL-VERB
Mezunlar gururla yürüdü.,Mezunlar,AD-NOUN
Mezunlar gururla yürüdü.,gururla,BELİRTEÇ-ADVERB
Mezunlar gururla yürüdü.,yürüdü,FİİL-VERB
Anne endişeyle sordu.,Anne,AD-NOUN
Anne endişeyle sordu.,endişeyle,BELİRTEÇ-ADVERB
Anne endişeyle sordu.,sordu,FİİL-VERB
Sonucu merakla bekledi.,Sonucu,AD-NOUN
Sonucu merakla bekledi.,merakla,BELİRTEÇ-ADVERB
Sonucu merakla bekledi.,bekledi,FİİL-VERB
Bebek huzurla uyudu.,Bebek,AD-NOUN
Bebek huzurla uyudu.,huzurla,BELİRTEÇ-ADVERB
Bebek huzurla uyudu.,uyudu,FİİL-VERB
O gönülsüzce yardım etti.,O,ADIL-PRONOUN
O gönülsüzce yardım etti.,gönülsüzce,BELİRTEÇ-ADVERB
O gönülsüzce yardım etti.,yardım,AD-NOUN
O gönülsüzce yardım etti.,etti,FİİL-VERB
Atölyeye istekle katıldı.,Atölyeye,AD-NOUN
Atölyeye istekle katıldı.,istekle,BELİRTEÇ-ADVERB
Atölyeye istekle katıldı.,katıldı,FİİL-VERB
Fikrine aynen katılıyorum.,Fikrine,AD-NOUN
Fikrine aynen katılıyorum.,aynen,BELİRTEÇ-ADVERB
Fikrine aynen katılıyorum.,katılıyorum,FİİL-VERB
O belki gelir.,O,ADIL-PRONOUN
O belki gelir.,belki,BELİRTEÇ-ADVERB
O belki gelir.,gelir,FİİL-VERB
O muhtemelen haklı.,O,ADIL-PRONOUN
O muhtemelen haklı.,muhtemelen,BELİRTEÇ-ADVERB
O muhtemelen haklı.,haklı,SIFAT-ADJECTIVE
Bu tavırla kesinlikle kazanamaz.,Bu,BELİRLEYİCİ-DET
Bu tavırla kesinlikle kazanamaz.,tavırla,AD-NOUN
Bu tavırla kesinlikle kazanamaz.,kesinlikle,BELİRTEÇ-ADVERB
Bu tavırla kesinlikle kazanamaz.,kazanamaz,FİİL-VERB
O galiba unuttu.,O,ADIL-PRONOUN
O galiba unuttu.,galiba,BELİRTEÇ-ADVERB
O galiba unuttu.,unuttu,FİİL-VERB
Onu sanki gördüm.,Onu,ADIL-PRONOUN
Onu sanki gördüm.,sanki,BELİRTEÇ-ADVERB
Onu sanki gördüm.,gördüm,FİİL-VERB
Haberden sonra adeta yıkıldı.,Haberden,AD-NOUN
Haberden sonra adeta yıkıldı.,sonra,İLGEÇ-PREPOS
Haberden sonra adeta yıkıldı.,adeta,BELİRTEÇ-ADVERB
Haberden sonra adeta yıkıldı.,yıkıldı,FİİL-VERB
Bugün epeyce yürüdük.,Bugün,BELİRTEÇ-ADVERB
Bugün epeyce yürüdük.,epeyce,BELİRTEÇ-ADVERB
Bugün epeyce yürüdük.,yürüdük,FİİL-VERB
O hiç durmadan koştu.,O,ADIL-PRONOUN
O hiç durmadan koştu.,hiç,BELİRTEÇ-ADVERB
O hiç durmadan koştu.,durmadan,BELİRTEÇ-ADVERB
O hiç durmadan koştu.,koştu,FİİL-VERB
O filmi gözünü kırpmadan izledi.,O,ADIL-PRONOUN
O filmi gözünü kırpmadan izledi.,filmi,AD-NOUN
O filmi gözünü kırpmadan izledi.,gözünü,AD-NOUN
O filmi gözünü kırpmadan izledi.,kırpmadan,BELİRTEÇ-ADVERB
O filmi gözünü kırpmadan izledi.,izledi,FİİL-VERB
Emirleri harfiyen uyguladı.,Emirleri,AD-NOUN
Emirleri harfiyen uyguladı.,harfiyen,BELİRTEÇ-ADVERB
Emirleri harfiyen uyguladı.,uyguladı,FİİL-VERB
Olanlara kıs kıs güldü.,Olanlara,AD-NOUN
Olanlara kıs kıs güldü.,kıs,BELİRTEÇ-ADVERB
Olanlara kıs kıs güldü.,kıs,BELİRTEÇ-ADVERB
Olanlara kıs kıs güldü.,güldü,FİİL-VERB
Yağmur şakır şakır yağıyordu.,Yağmur,AD-NOUN
Yağmur şakır şakır yağıyordu.,şakır,BELİRTEÇ-ADVERB
Yağmur şakır şakır yağıyordu.,şakır,BELİRTEÇ-ADVERB
Yağmur şakır şakır yağıyordu.,yağıyordu,FİİL-VERB
Ayrıca belirtti.,Ayrıca,BELİRTEÇ-ADVERB
Ayrıca belirtti.,belirtti,FİİL-VERB
O bilhassa uyardı.,O,ADIL-PRONOUN
O bilhassa uyardı.,bilhassa,BELİRTEÇ-ADVERB
O bilhassa uyardı.,uyardı,FİİL-VERB
O bundan böyle gelmeyecek.,O,ADIL-PRONOUN
O bundan böyle gelmeyecek.,bundan,ADIL-PRONOUN
O bundan böyle gelmeyecek.,böyle,BELİRTEÇ-ADVERB
O bundan böyle gelmeyecek.,gelmeyecek,FİİL-VERB
Biz öteden beri tanışırız.,Biz,ADIL-PRONOUN
Biz öteden beri tanışırız.,öteden,BELİRTEÇ-ADVERB
Biz öteden beri tanışırız.,beri,İLGEÇ-PREPOS
Biz öteden beri tanışırız.,tanışırız,FİİL-VERB
Bize ara sıra uğrar.,Bize,ADIL-PRONOUN
Bize ara sıra uğrar.,ara,BELİRTEÇ-ADVERB
Bize ara sıra uğrar.,sıra,BELİRTEÇ-ADVERB
Bize ara sıra uğrar.,uğrar,FİİL-VERB
O peş peşe kazandı.,O,ADIL-PRONOUN
O peş peşe kazandı.,peş,BELİRTEÇ-ADVERB
O peş peşe kazandı.,peşe,BELİRTEÇ-ADVERB
O peş peşe kazandı.,kazandı,FİİL-VERB
Onlar karşılıklı anlaştılar.,Onlar,ADIL-PRONOUN
Onlar karşılıklı anlaştılar.,karşılıklı,BELİRTEÇ-ADVERB
Onlar karşılıklı anlaştılar.,anlaştılar,FİİL-VERB
Odayı derhal terk etti.,Odayı,AD-NOUN
Odayı derhal terk etti.,derhal,BELİRTEÇ-ADVERB
Odayı derhal terk etti.,terk,AD-NOUN
Odayı derhal terk etti.,etti,FİİL-VERB
O zoraki gülümsedi.,O,ADIL-PRONOUN
O zoraki gülümsedi.,zoraki,BELİRTEÇ-ADVERB
O zoraki gülümsedi.,gülümsedi,FİİL-VERB
Sahilde yalınayak yürüdü.,Sahilde,AD-NOUN
Sahilde yalınayak yürüdü.,yalınayak,BELİRTEÇ-ADVERB
Sahilde yalınayak yürüdü.,yürüdü,FİİL-VERB
Ben hâlâ bekliyorum.,Ben,ADIL-PRONOUN
Ben hâlâ bekliyorum.,hâlâ,BELİRTEÇ-ADVERB
Ben hâlâ bekliyorum.,bekliyorum,FİİL-VERB
İş henüz bitmedi.,İş,AD-NOUN
İş henüz bitmedi.,henüz,BELİRTEÇ-ADVERB
İş henüz bitmedi.,bitmedi,FİİL-VERB
O artık sevmiyor.,O,ADIL-PRONOUN
O artık sevmiyor.,artık,BELİRTEÇ-ADVERB
O artık sevmiyor.,sevmiyor,FİİL-VERB
Onu daima hatırlarım.,Onu,ADIL-PRONOUN
Onu daima hatırlarım.,daima,BELİRTEÇ-ADVERB
Onu daima hatırlarım.,hatırlarım,FİİL-VERB
O aslen buralı değil.,O,ADIL-PRONOUN
O aslen buralı değil.,aslen,BELİRTEÇ-ADVERB
O aslen buralı değil.,buralı,AD-NOUN
O aslen buralı değil.,değil,FİİL-VERB
O şüphesiz kazanacak.,O,ADIL-PRONOUN
O şüphesiz kazanacak.,şüphesiz,BELİRTEÇ-ADVERB
O şüphesiz kazanacak.,kazanacak,FİİL-VERB
O doğal olarak tepki gösterdi.,O,ADIL-PRONOUN
O doğal olarak tepki gösterdi.,doğal,BELİRTEÇ-ADVERB
O doğal olarak tepki gösterdi.,olarak,İLGEÇ-PREPOS
O doğal olarak tepki gösterdi.,tepki,AD-NOUN
O doğal olarak tepki gösterdi.,gösterdi,FİİL-VERB
Sonuçlar resmen ilan edildi.,Sonuçlar,AD-NOUN
Sonuçlar resmen ilan edildi.,resmen,BELİRTEÇ-ADVERB
Sonuçlar resmen ilan edildi.,ilan,AD-NOUN
Sonuçlar resmen ilan edildi.,edildi,FİİL-VERB
Tıpkı babasına benziyor.,Tıpkı,BELİRTEÇ-ADVERB
Tıpkı babasına benziyor.,babasına,AD-NOUN
Tıpkı babasına benziyor.,benziyor,FİİL-VERB
O gerçekten üzüldü.,O,ADIL-PRONOUN
O gerçekten üzüldü.,gerçekten,BELİRTEÇ-ADVERB
O gerçekten üzüldü.,üzüldü,FİİL-VERB
Jüri haksızca davrandı.,Jüri,AD-NOUN
Jüri haksızca davrandı.,haksızca,BELİRTEÇ-ADVERB
Jüri haksızca davrandı.,davrandı,FİİL-VERB
Halk yiğitçe direndi.,Halk,AD-NOUN
Halk yiğitçe direndi.,yiğitçe,BELİRTEÇ-ADVERB
Halk yiğitçe direndi.,direndi,FİİL-VERB
O çocukça konuştu.,O,ADIL-PRONOUN
O çocukça konuştu.,çocukça,BELİRTEÇ-ADVERB
O çocukça konuştu.,konuştu,FİİL-VERB
Eleştirmen insafsızca eleştirdi.,Eleştirmen,AD-NOUN
Eleştirmen insafsızca eleştirdi.,insafsızca,BELİRTEÇ-ADVERB
Eleştirmen insafsızca eleştirdi.,eleştirdi,FİİL-VERB
Ona körükörüne inandı.,Ona,ADIL-PRONOUN
Ona körükörüne inandı.,körükörüne,BELİRTEÇ-ADVERB
Ona körükörüne inandı.,inandı,FİİL-VERB
Çocuk yalandan ağladı.,Çocuk,AD-NOUN
Çocuk yalandan ağladı.,yalandan,BELİRTEÇ-ADVERB
Çocuk yalandan ağladı.,ağladı,FİİL-VERB
O telaşla hazırlandı.,O,ADIL-PRONOUN
O telaşla hazırlandı.,telaşla,BELİRTEÇ-ADVERB
O telaşla hazırlandı.,hazırlandı,FİİL-VERB
Odadan hışımla çıktı.,Odadan,AD-NOUN
Odadan hışımla çıktı.,hışımla,BELİRTEÇ-ADVERB
Odadan hışımla çıktı.,çıktı,FİİL-VERB
Öğrenciler saygıyla eğildi.,Öğrenciler,AD-NOUN
Öğrenciler saygıyla eğildi.,saygıyla,BELİRTEÇ-ADVERB
Öğrenciler saygıyla eğildi.,eğildi,FİİL-VERB
O nefretle baktı.,O,ADIL-PRONOUN
O nefretle baktı.,nefretle,BELİRTEÇ-ADVERB
O nefretle baktı.,baktı,FİİL-VERB
Anne sevgiyle kucakladı.,Anne,AD-NOUN
Anne sevgiyle kucakladı.,sevgiyle,BELİRTEÇ-ADVERB
Anne sevgiyle kucakladı.,kucakladı,FİİL-VERB
Geçmişi hasretle andı.,Geçmişi,AD-NOUN
Geçmişi hasretle andı.,hasretle,BELİRTEÇ-ADVERB
Geçmişi hasretle andı.,andı,FİİL-VERB
Boğulan adam umutsuzca çırpındı.,Boğulan,SIFAT-ADJECTIVE
Boğulan adam umutsuzca çırpındı.,adam,AD-NOUN
Boğulan adam umutsuzca çırpındı.,umutsuzca,BELİRTEÇ-ADVERB
Boğulan adam umutsuzca çırpındı.,çırpındı,FİİL-VERB
O çaresizce bekledi.,O,ADIL-PRONOUN
O çaresizce bekledi.,çaresizce,BELİRTEÇ-ADVERB
O çaresizce bekledi.,bekledi,FİİL-VERB
O bilinçli olarak sustu.,O,ADIL-PRONOUN
O bilinçli olarak sustu.,bilinçli,BELİRTEÇ-ADVERB
O bilinçli olarak sustu.,olarak,İLGEÇ-PREPOS
O bilinçli olarak sustu.,sustu,FİİL-VERB
Kaderini teslimiyetle kabul etti.,Kaderini,AD-NOUN
Kaderini teslimiyetle kabul etti.,teslimiyetle,BELİRTEÇ-ADVERB
Kaderini teslimiyetle kabul etti.,kabul,AD-NOUN
Kaderini teslimiyetle kabul etti.,etti,FİİL-VERB
Bu kararı isyanla karşıladı.,Bu,BELİRLEYİCİ-DET
Bu kararı isyanla karşıladı.,kararı,AD-NOUN
Bu kararı isyanla karşıladı.,isyanla,BELİRTEÇ-ADVERB
Bu kararı isyanla karşıladı.,karşıladı,FİİL-VERB
Gazeteci inatla sordu.,Gazeteci,AD-NOUN
Gazeteci inatla sordu.,inatla,BELİRTEÇ-ADVERB
Gazeteci inatla sordu.,sordu,FİİL-VERB
Tanık inatla sustu.,Tanık,AD-NOUN
Tanık inatla sustu.,inatla,BELİRTEÇ-ADVERB
Tanık inatla sustu.,sustu,FİİL-VERB
O bunu fazlasıyla hak etti.,O,ADIL-PRONOUN
O bunu fazlasıyla hak etti.,bunu,ADIL-PRONOUN
O bunu fazlasıyla hak etti.,fazlasıyla,BELİRTEÇ-ADVERB
O bunu fazlasıyla hak etti.,hak,AD-NOUN
O bunu fazlasıyla hak etti.,etti,FİİL-VERB
Proje oldukça başarılıydı.,Proje,AD-NOUN
Proje oldukça başarılıydı.,oldukça,BELİRTEÇ-ADVERB
Proje oldukça başarılıydı.,başarılıydı,SIFAT-ADJECTIVE
Bu yemeği hiç sevmedi.,Bu,BELİRLEYİCİ-DET
Bu yemeği hiç sevmedi.,yemeği,AD-NOUN
Bu yemeği hiç sevmedi.,hiç,BELİRTEÇ-ADVERB
Bu yemeği hiç sevmedi.,sevmedi,FİİL-VERB
O filmi pek beğenmedi.,O,ADIL-PRONOUN
O filmi pek beğenmedi.,filmi,AD-NOUN
O filmi pek beğenmedi.,pek,BELİRTEÇ-ADVERB
O filmi pek beğenmedi.,beğenmedi,FİİL-VERB
Ben tamamen unuttum.,Ben,ADIL-PRONOUN
Ben tamamen unuttum.,tamamen,BELİRTEÇ-ADVERB
Ben tamamen unuttum.,unuttum,FİİL-VERB
O kısmen haklıydı.,O,ADIL-PRONOUN
O kısmen haklıydı.,kısmen,BELİRTEÇ-ADVERB
O kısmen haklıydı.,haklıydı,SIFAT-ADJECTIVE
Sonuçlar aşağı yukarı aynı.,Sonuçlar,AD-NOUN
Sonuçlar aşağı yukarı aynı.,aşağı,BELİRTEÇ-ADVERB
Sonuçlar aşağı yukarı aynı.,yukarı,BELİRTEÇ-ADVERB
Sonuçlar aşağı yukarı aynı.,aynı,SIFAT-ADJECTIVE
Fiyatta üç aşağı beş yukarı anlaştık.,Fiyatta,AD-NOUN
Fiyatta üç aşağı beş yukarı anlaştık.,üç,BELİRTEÇ-ADVERB
Fiyatta üç aşağı beş yukarı anlaştık.,aşağı,BELİRTEÇ-ADVERB
Fiyatta üç aşağı beş yukarı anlaştık.,beş,BELİRTEÇ-ADVERB
Fiyatta üç aşağı beş yukarı anlaştık.,yukarı,BELİRTEÇ-ADVERB
Fiyatta üç aşağı beş yukarı anlaştık.,anlaştık,FİİL-VERB
Sıcakta boncuk boncuk terledi.,Sıcakta,AD-NOUN
Sıcakta boncuk boncuk terledi.,boncuk,BELİRTEÇ-ADVERB
Sıcakta boncuk boncuk terledi.,boncuk,BELİRTEÇ-ADVERB
Sıcakta boncuk boncuk terledi.,terledi,FİİL-VERB
